分隊,網格編號,車程時間
天母,567,37.0
福安,567,48.0
社子,567,51.0
劍潭,567,44.0
雙溪,567,41.0
後港,567,50.0
陽明山,567,26.0
光明,567,41.0
關渡,567,51.0
石牌,567,44.0
秀山,567,45.0
華山,568,56.0
忠孝,568,52.0
泉州,568,61.0
古亭,568,60.0
城中,568,59.0
雙園,568,65.0
龍山,568,63.0
萬芳,568,58.0
景美,568,66.0
木柵,568,59.0
寶橋,568,61.0
金華,568,55.0
安和,568,63.0
復興,568,59.0
南港,568,53.0
舊莊,568,51.0
成德,568,54.0
信義,568,59.0
永吉,568,57.0
莊敬,568,59.0
大直,568,48.0
松江,568,53.0
建國,568,51.0
圓山,568,48.0
八德,568,54.0
中崙,568,55.0
東湖,568,52.0
大湖,568,58.0
內湖,568,50.0
民權,568,50.0
建成,568,55.0
延平,568,59.0
大同,568,56.0
山仔后,568,54.0
天母,568,38.0
福安,568,49.0
社子,568,52.0
劍潭,568,45.0
雙溪,568,43.0
後港,568,51.0
陽明山,568,59.0
光明,568,42.0
關渡,568,53.0
石牌,568,45.0
秀山,568,55.0
華山,571,36.0
忠孝,571,36.0
泉州,571,31.0
古亭,571,28.0
城中,571,40.0
雙園,571,38.0
龍山,571,40.0
萬芳,571,20.0
景美,571,28.0
木柵,571,18.0
寶橋,571,21.0
金華,571,34.0
安和,571,33.0
復興,571,28.0
南港,571,35.0
舊莊,571,32.0
成德,571,34.0
信義,571,29.0
永吉,571,31.0
莊敬,571,27.0
大直,571,41.0
松江,571,32.0
建國,571,34.0
圓山,571,34.0
八德,571,35.0
中崙,571,32.0
東湖,571,36.0
大湖,571,43.0
內湖,571,38.0
民權,571,37.0
建成,571,38.0
延平,571,39.0
大同,571,39.0
山仔后,571,47.0
天母,571,50.0
福安,571,43.0
社子,571,38.0
劍潭,571,40.0
雙溪,571,44.0
後港,571,41.0
陽明山,571,53.0
光明,571,52.0
關渡,571,51.0
石牌,571,48.0
秀山,571,48.0
華山,572,30.0
忠孝,572,29.0
泉州,572,25.0
古亭,572,22.0
城中,572,33.0
雙園,572,31.0
龍山,572,33.0
萬芳,572,14.0
景美,572,22.0
木柵,572,12.0
寶橋,572,14.0
金華,572,28.0
安和,572,26.0
復興,572,21.0
南港,572,28.0
舊莊,572,26.0
成德,572,27.0
信義,572,22.0
永吉,572,24.0
莊敬,572,21.0
大直,572,35.0
松江,572,25.0
建國,572,28.0
圓山,572,27.0
八德,572,28.0
中崙,572,26.0
東湖,572,29.0
大湖,572,36.0
內湖,572,31.0
民權,572,30.0
建成,572,32.0
延平,572,32.0
大同,572,33.0
山仔后,572,44.0
天母,572,43.0
福安,572,36.0
社子,572,32.0
劍潭,572,33.0
雙溪,572,38.0
後港,572,34.0
陽明山,572,50.0
光明,572,46.0
關渡,572,44.0
石牌,572,41.0
秀山,572,45.0
華山,573,27.0
忠孝,573,26.0
泉州,573,22.0
古亭,573,19.0
城中,573,30.0
雙園,573,28.0
龍山,573,30.0
萬芳,573,14.0
景美,573,22.0
木柵,573,12.0
寶橋,573,15.0
金華,573,25.0
安和,573,23.0
復興,573,18.0
南港,573,21.0
舊莊,573,19.0
成德,573,24.0
信義,573,20.0
永吉,573,22.0
莊敬,573,18.0
大直,573,28.0
松江,573,22.0
建國,573,25.0
圓山,573,25.0
八德,573,25.0
中崙,573,23.0
東湖,573,23.0
大湖,573,29.0
內湖,573,24.0
民權,573,24.0
建成,573,29.0
延平,573,29.0
大同,573,30.0
山仔后,573,41.0
天母,573,40.0
福安,573,33.0
社子,573,29.0
劍潭,573,30.0
雙溪,573,35.0
後港,573,31.0
陽明山,573,47.0
光明,573,43.0
關渡,573,41.0
石牌,573,38.0
秀山,573,42.0
華山,574,24.0
忠孝,574,23.0
泉州,574,19.0
古亭,574,16.0
城中,574,27.0
雙園,574,25.0
龍山,574,29.0
萬芳,574,11.0
景美,574,21.0
木柵,574,11.0
寶橋,574,16.0
金華,574,22.0
安和,574,20.0
復興,574,15.0
南港,574,18.0
舊莊,574,16.0
成德,574,21.0
信義,574,16.0
永吉,574,18.0
莊敬,574,15.0
大直,574,25.0
松江,574,19.0
建國,574,22.0
圓山,574,21.0
八德,574,22.0
中崙,574,20.0
東湖,574,19.0
大湖,574,26.0
內湖,574,21.0
民權,574,20.0
建成,574,26.0
延平,574,26.0
大同,574,27.0
山仔后,574,38.0
天母,574,37.0
福安,574,30.0
社子,574,26.0
劍潭,574,27.0
雙溪,574,32.0
後港,574,28.0
陽明山,574,44.0
光明,574,40.0
關渡,574,38.0
石牌,574,35.0
秀山,574,39.0
華山,575,21.0
忠孝,575,20.0
泉州,575,16.0
古亭,575,13.0
城中,575,24.0
雙園,575,22.0
龍山,575,25.0
萬芳,575,8.0
景美,575,19.0
木柵,575,9.0
寶橋,575,14.0
金華,575,18.0
安和,575,17.0
復興,575,12.0
南港,575,16.0
舊莊,575,14.0
成德,575,18.0
信義,575,13.0
永吉,575,15.0
莊敬,575,12.0
大直,575,23.0
松江,575,16.0
建國,575,18.0
圓山,575,18.0
八德,575,19.0
中崙,575,17.0
東湖,575,17.0
大湖,575,24.0
內湖,575,19.0
民權,575,18.0
建成,575,23.0
延平,575,23.0
大同,575,24.0
山仔后,575,40.0
天母,575,34.0
福安,575,27.0
社子,575,23.0
劍潭,575,24.0
雙溪,575,29.0
後港,575,25.0
陽明山,575,46.0
光明,575,37.0
關渡,575,35.0
石牌,575,32.0
秀山,575,41.0
華山,576,23.0
忠孝,576,23.0
泉州,576,18.0
古亭,576,15.0
城中,576,26.0
雙園,576,24.0
龍山,576,28.0
萬芳,576,10.0
景美,576,22.0
木柵,576,12.0
寶橋,576,16.0
金華,576,21.0
安和,576,19.0
復興,576,14.0
南港,576,18.0
舊莊,576,15.0
成德,576,20.0
信義,576,15.0
永吉,576,17.0
莊敬,576,14.0
大直,576,25.0
松江,576,18.0
建國,576,21.0
圓山,576,20.0
八德,576,21.0
中崙,576,19.0
東湖,576,19.0
大湖,576,26.0
內湖,576,21.0
民權,576,20.0
建成,576,25.0
延平,576,25.0
大同,576,26.0
山仔后,576,42.0
天母,576,36.0
福安,576,29.0
社子,576,25.0
劍潭,576,26.0
雙溪,576,31.0
後港,576,27.0
陽明山,576,48.0
光明,576,39.0
關渡,576,37.0
石牌,576,34.0
秀山,576,43.0
華山,577,25.0
忠孝,577,24.0
泉州,577,20.0
古亭,577,17.0
城中,577,28.0
雙園,577,26.0
龍山,577,30.0
萬芳,577,12.0
景美,577,24.0
木柵,577,14.0
寶橋,577,18.0
金華,577,23.0
安和,577,21.0
復興,577,16.0
南港,577,22.0
舊莊,577,16.0
成德,577,22.0
信義,577,18.0
永吉,577,20.0
莊敬,577,16.0
大直,577,31.0
松江,577,20.0
建國,577,23.0
圓山,577,23.0
八德,577,23.0
中崙,577,21.0
東湖,577,25.0
大湖,577,31.0
內湖,577,25.0
民權,577,27.0
建成,577,27.0
延平,577,27.0
大同,577,28.0
山仔后,577,49.0
天母,577,38.0
福安,577,31.0
社子,577,27.0
劍潭,577,29.0
雙溪,577,33.0
後港,577,29.0
陽明山,577,55.0
光明,577,41.0
關渡,577,39.0
石牌,577,36.0
秀山,577,47.0
華山,578,32.0
忠孝,578,29.0
泉州,578,25.0
古亭,578,21.0
城中,578,34.0
雙園,578,32.0
龍山,578,34.0
萬芳,578,18.0
景美,578,24.0
木柵,578,19.0
寶橋,578,24.0
金華,578,27.0
安和,578,20.0
復興,578,21.0
南港,578,16.0
舊莊,578,10.0
成德,578,20.0
信義,578,23.0
永吉,578,25.0
莊敬,578,18.0
大直,578,29.0
松江,578,26.0
建國,578,27.0
圓山,578,30.0
八德,578,24.0
中崙,578,27.0
東湖,578,19.0
大湖,578,26.0
內湖,578,23.0
民權,578,24.0
建成,578,32.0
延平,578,29.0
大同,578,32.0
山仔后,578,50.0
天母,578,44.0
福安,578,35.0
社子,578,31.0
劍潭,578,35.0
雙溪,578,34.0
後港,578,33.0
陽明山,578,55.0
光明,578,45.0
關渡,578,43.0
石牌,578,40.0
秀山,578,48.0
華山,579,31.0
忠孝,579,29.0
泉州,579,29.0
古亭,579,25.0
城中,579,33.0
雙園,579,37.0
龍山,579,34.0
萬芳,579,21.0
景美,579,27.0
木柵,579,23.0
寶橋,579,27.0
金華,579,31.0
安和,579,24.0
復興,579,24.0
南港,579,17.0
舊莊,579,11.0
成德,579,20.0
信義,579,25.0
永吉,579,26.0
莊敬,579,22.0
大直,579,29.0
松江,579,29.0
建國,579,27.0
圓山,579,30.0
八德,579,27.0
中崙,579,31.0
東湖,579,20.0
大湖,579,27.0
內湖,579,23.0
民權,579,24.0
建成,579,35.0
延平,579,29.0
大同,579,32.0
山仔后,579,38.0
天母,579,45.0
福安,579,35.0
社子,579,31.0
劍潭,579,36.0
雙溪,579,35.0
後港,579,33.0
陽明山,579,43.0
光明,579,45.0
關渡,579,43.0
石牌,579,40.0
秀山,579,35.0
華山,580,19.0
忠孝,580,18.0
泉州,580,23.0
古亭,580,21.0
城中,580,21.0
雙園,580,25.0
龍山,580,22.0
萬芳,580,18.0
景美,580,24.0
木柵,580,19.0
寶橋,580,24.0
金華,580,21.0
安和,580,17.0
復興,580,20.0
南港,580,8.0
舊莊,580,12.0
成德,580,5.0
信義,580,9.0
永吉,580,10.0
莊敬,580,12.0
大直,580,19.0
松江,580,18.0
建國,580,15.0
圓山,580,18.0
八德,580,14.0
中崙,580,20.0
東湖,580,13.0
大湖,580,17.0
內湖,580,10.0
民權,580,15.0
建成,580,24.0
延平,580,18.0
大同,580,20.0
山仔后,580,37.0
天母,580,33.0
福安,580,23.0
社子,580,19.0
劍潭,580,24.0
雙溪,580,24.0
後港,580,21.0
陽明山,580,41.0
光明,580,33.0
關渡,580,32.0
石牌,580,28.0
秀山,580,34.0
華山,581,18.0
忠孝,581,16.0
泉州,581,22.0
古亭,581,23.0
城中,581,20.0
雙園,581,24.0
龍山,581,21.0
萬芳,581,20.0
景美,581,26.0
木柵,581,21.0
寶橋,581,26.0
金華,581,20.0
安和,581,18.0
復興,581,21.0
南港,581,7.0
舊莊,581,11.0
成德,581,3.0
信義,581,9.0
永吉,581,9.0
莊敬,581,14.0
大直,581,17.0
松江,581,17.0
建國,581,15.0
圓山,581,17.0
八德,581,12.0
中崙,581,18.0
東湖,581,12.0
大湖,581,17.0
內湖,581,9.0
民權,581,12.0
建成,581,22.0
延平,581,16.0
大同,581,19.0
山仔后,581,34.0
天母,581,33.0
福安,581,22.0
社子,581,18.0
劍潭,581,23.0
雙溪,581,22.0
後港,581,20.0
陽明山,581,39.0
光明,581,33.0
關渡,581,31.0
石牌,581,27.0
秀山,581,31.0
華山,582,17.0
忠孝,582,15.0
泉州,582,19.0
古亭,582,19.0
城中,582,19.0
雙園,582,23.0
龍山,582,20.0
萬芳,582,22.0
景美,582,24.0
木柵,582,24.0
寶橋,582,29.0
金華,582,18.0
安和,582,16.0
復興,582,18.0
南港,582,6.0
舊莊,582,11.0
成德,582,6.0
信義,582,11.0
永吉,582,11.0
莊敬,582,15.0
大直,582,15.0
松江,582,16.0
建國,582,12.0
圓山,582,14.0
八德,582,12.0
中崙,582,16.0
東湖,582,9.0
大湖,582,14.0
內湖,582,6.0
民權,582,10.0
建成,582,19.0
延平,582,15.0
大同,582,16.0
山仔后,582,32.0
天母,582,30.0
福安,582,20.0
社子,582,15.0
劍潭,582,20.0
雙溪,582,20.0
後港,582,17.0
陽明山,582,38.0
光明,582,30.0
關渡,582,28.0
石牌,582,25.0
秀山,582,30.0
華山,583,19.0
忠孝,583,16.0
泉州,583,18.0
古亭,583,17.0
城中,583,19.0
雙園,583,23.0
龍山,583,20.0
萬芳,583,22.0
景美,583,23.0
木柵,583,27.0
寶橋,583,25.0
金華,583,17.0
安和,583,16.0
復興,583,16.0
南港,583,8.0
舊莊,583,13.0
成德,583,9.0
信義,583,14.0
永吉,583,14.0
莊敬,583,15.0
大直,583,16.0
松江,583,15.0
建國,583,10.0
圓山,583,13.0
八德,583,10.0
中崙,583,14.0
東湖,583,6.0
大湖,583,9.0
內湖,583,4.0
民權,583,10.0
建成,583,18.0
延平,583,15.0
大同,583,15.0
山仔后,583,33.0
天母,583,28.0
福安,583,18.0
社子,583,14.0
劍潭,583,18.0
雙溪,583,22.0
後港,583,16.0
陽明山,583,38.0
光明,583,28.0
關渡,583,26.0
石牌,583,23.0
秀山,583,32.0
華山,584,21.0
忠孝,584,19.0
泉州,584,20.0
古亭,584,20.0
城中,584,21.0
雙園,584,25.0
龍山,584,22.0
萬芳,584,25.0
景美,584,25.0
木柵,584,26.0
寶橋,584,28.0
金華,584,20.0
安和,584,19.0
復興,584,19.0
南港,584,12.0
舊莊,584,15.0
成德,584,12.0
信義,584,17.0
永吉,584,16.0
莊敬,584,17.0
大直,584,14.0
松江,584,17.0
建國,584,13.0
圓山,584,15.0
八德,584,13.0
中崙,584,17.0
東湖,584,9.0
大湖,584,11.0
內湖,584,4.0
民權,584,10.0
建成,584,20.0
延平,584,18.0
大同,584,17.0
山仔后,584,31.0
天母,584,30.0
福安,584,20.0
社子,584,16.0
劍潭,584,21.0
雙溪,584,20.0
後港,584,18.0
陽明山,584,36.0
光明,584,30.0
關渡,584,29.0
石牌,584,25.0
秀山,584,35.0
華山,585,21.0
忠孝,585,20.0
泉州,585,23.0
古亭,585,22.0
城中,585,23.0
雙園,585,27.0
龍山,585,24.0
萬芳,585,27.0
景美,585,28.0
木柵,585,30.0
寶橋,585,30.0
金華,585,22.0
安和,585,21.0
復興,585,21.0
南港,585,14.0
舊莊,585,18.0
成德,585,15.0
信義,585,18.0
永吉,585,17.0
莊敬,585,19.0
大直,585,13.0
松江,585,20.0
建國,585,15.0
圓山,585,18.0
八德,585,15.0
中崙,585,19.0
東湖,585,10.0
大湖,585,6.0
內湖,585,6.0
民權,585,11.0
建成,585,23.0
延平,585,20.0
大同,585,20.0
山仔后,585,32.0
天母,585,33.0
福安,585,23.0
社子,585,19.0
劍潭,585,24.0
雙溪,585,18.0
後港,585,21.0
陽明山,585,37.0
光明,585,33.0
關渡,585,31.0
石牌,585,28.0
秀山,585,40.0
華山,586,24.0
忠孝,586,23.0
泉州,586,28.0
古亭,586,27.0
城中,586,26.0
雙園,586,30.0
龍山,586,27.0
萬芳,586,31.0
景美,586,31.0
木柵,586,33.0
寶橋,586,34.0
金華,586,26.0
安和,586,24.0
復興,586,26.0
南港,586,19.0
舊莊,586,21.0
成德,586,20.0
信義,586,21.0
永吉,586,20.0
莊敬,586,23.0
大直,586,17.0
松江,586,23.0
建國,586,20.0
圓山,586,21.0
八德,586,19.0
中崙,586,24.0
東湖,586,13.0
大湖,586,8.0
內湖,586,11.0
民權,586,15.0
建成,586,27.0
延平,586,23.0
大同,586,25.0
山仔后,586,34.0
天母,586,36.0
福安,586,28.0
社子,586,24.0
劍潭,586,27.0
雙溪,586,19.0
後港,586,26.0
陽明山,586,39.0
光明,586,38.0
關渡,586,36.0
石牌,586,33.0
秀山,586,43.0
華山,587,26.0
忠孝,587,25.0
泉州,587,31.0
古亭,587,30.0
城中,587,29.0
雙園,587,33.0
龍山,587,29.0
萬芳,587,34.0
景美,587,34.0
木柵,587,36.0
寶橋,587,37.0
金華,587,28.0
安和,587,26.0
復興,587,29.0
南港,587,22.0
舊莊,587,24.0
成德,587,22.0
信義,587,24.0
永吉,587,23.0
莊敬,587,25.0
大直,587,19.0
松江,587,26.0
建國,587,23.0
圓山,587,23.0
八德,587,22.0
中崙,587,27.0
東湖,587,16.0
大湖,587,10.0
內湖,587,14.0
民權,587,17.0
建成,587,30.0
延平,587,25.0
大同,587,28.0
山仔后,587,32.0
天母,587,35.0
福安,587,31.0
社子,587,27.0
劍潭,587,26.0
雙溪,587,21.0
後港,587,30.0
陽明山,587,37.0
光明,587,41.0
關渡,587,39.0
石牌,587,36.0
秀山,587,42.0
華山,588,29.0
忠孝,588,27.0
泉州,588,33.0
古亭,588,33.0
城中,588,31.0
雙園,588,35.0
龍山,588,32.0
萬芳,588,37.0
景美,588,36.0
木柵,588,38.0
寶橋,588,40.0
金華,588,31.0
安和,588,29.0
復興,588,31.0
南港,588,25.0
舊莊,588,26.0
成德,588,25.0
信義,588,26.0
永吉,588,25.0
莊敬,588,27.0
大直,588,21.0
松江,588,28.0
建國,588,25.0
圓山,588,26.0
八德,588,24.0
中崙,588,29.0
東湖,588,18.0
大湖,588,13.0
內湖,588,17.0
民權,588,19.0
建成,588,32.0
延平,588,27.0
大同,588,30.0
山仔后,588,28.0
天母,588,33.0
福安,588,33.0
社子,588,29.0
劍潭,588,24.0
雙溪,588,19.0
後港,588,30.0
陽明山,588,34.0
光明,588,39.0
關渡,588,38.0
石牌,588,33.0
秀山,588,38.0
華山,590,33.0
忠孝,590,29.0
泉州,590,34.0
古亭,590,34.0
城中,590,36.0
雙園,590,42.0
龍山,590,40.0
萬芳,590,40.0
景美,590,39.0
木柵,590,43.0
寶橋,590,44.0
金華,590,32.0
安和,590,37.0
復興,590,32.0
南港,590,33.0
舊莊,590,35.0
成德,590,33.0
信義,590,33.0
永吉,590,32.0
莊敬,590,34.0
大直,590,20.0
松江,590,30.0
建國,590,27.0
圓山,590,25.0
八德,590,31.0
中崙,590,29.0
東湖,590,26.0
大湖,590,21.0
內湖,590,25.0
民權,590,27.0
建成,590,32.0
延平,590,36.0
大同,590,31.0
山仔后,590,28.0
天母,590,29.0
福安,590,32.0
社子,590,29.0
劍潭,590,21.0
雙溪,590,15.0
後港,590,27.0
陽明山,590,33.0
光明,590,36.0
關渡,590,35.0
石牌,590,29.0
秀山,590,38.0
華山,591,33.0
忠孝,591,29.0
泉州,591,34.0
古亭,591,33.0
城中,591,35.0
雙園,591,41.0
龍山,591,39.0
萬芳,591,40.0
景美,591,39.0
木柵,591,42.0
寶橋,591,44.0
金華,591,31.0
安和,591,37.0
復興,591,32.0
南港,591,37.0
舊莊,591,35.0
成德,591,34.0
信義,591,33.0
永吉,591,32.0
莊敬,591,34.0
大直,591,19.0
松江,591,30.0
建國,591,26.0
圓山,591,25.0
八德,591,31.0
中崙,591,29.0
東湖,591,30.0
大湖,591,25.0
內湖,591,29.0
民權,591,26.0
建成,591,32.0
延平,591,35.0
大同,591,31.0
山仔后,591,30.0
天母,591,29.0
福安,591,31.0
社子,591,29.0
劍潭,591,20.0
雙溪,591,15.0
後港,591,26.0
陽明山,591,35.0
光明,591,35.0
關渡,591,34.0
石牌,591,29.0
秀山,591,40.0
華山,592,34.0
忠孝,592,31.0
泉州,592,35.0
古亭,592,35.0
城中,592,37.0
雙園,592,43.0
龍山,592,41.0
萬芳,592,41.0
景美,592,40.0
木柵,592,44.0
寶橋,592,46.0
金華,592,33.0
安和,592,38.0
復興,592,34.0
南港,592,39.0
舊莊,592,36.0
成德,592,35.0
信義,592,35.0
永吉,592,34.0
莊敬,592,36.0
大直,592,21.0
松江,592,31.0
建國,592,28.0
圓山,592,27.0
八德,592,33.0
中崙,592,31.0
東湖,592,32.0
大湖,592,27.0
內湖,592,31.0
民權,592,28.0
建成,592,33.0
延平,592,37.0
大同,592,32.0
山仔后,592,53.0
天母,592,31.0
福安,592,33.0
社子,592,30.0
劍潭,592,22.0
雙溪,592,17.0
後港,592,28.0
陽明山,592,58.0
光明,592,37.0
關渡,592,36.0
石牌,592,31.0
秀山,592,54.0
華山,601,35.0
忠孝,601,35.0
泉州,601,30.0
古亭,601,27.0
城中,601,38.0
雙園,601,36.0
龍山,601,38.0
萬芳,601,19.0
景美,601,27.0
木柵,601,17.0
寶橋,601,19.0
金華,601,33.0
安和,601,32.0
復興,601,26.0
南港,601,33.0
舊莊,601,31.0
成德,601,33.0
信義,601,28.0
永吉,601,30.0
莊敬,601,26.0
大直,601,41.0
松江,601,30.0
建國,601,33.0
圓山,601,33.0
八德,601,33.0
中崙,601,31.0
東湖,601,35.0
大湖,601,41.0
內湖,601,36.0
民權,601,36.0
建成,601,37.0
延平,601,38.0
大同,601,38.0
山仔后,601,50.0
天母,601,48.0
福安,601,41.0
社子,601,37.0
劍潭,601,39.0
雙溪,601,43.0
後港,601,39.0
陽明山,601,55.0
光明,601,51.0
關渡,601,49.0
石牌,601,46.0
秀山,601,51.0
華山,602,32.0
忠孝,602,32.0
泉州,602,27.0
古亭,602,24.0
城中,602,35.0
雙園,602,34.0
龍山,602,37.0
萬芳,602,16.0
景美,602,24.0
木柵,602,15.0
寶橋,602,16.0
金華,602,30.0
安和,602,29.0
復興,602,23.0
南港,602,31.0
舊莊,602,28.0
成德,602,30.0
信義,602,25.0
永吉,602,27.0
莊敬,602,23.0
大直,602,38.0
松江,602,27.0
建國,602,30.0
圓山,602,30.0
八德,602,31.0
中崙,602,28.0
東湖,602,32.0
大湖,602,38.0
內湖,602,33.0
民權,602,33.0
建成,602,34.0
延平,602,35.0
大同,602,35.0
山仔后,602,46.0
天母,602,45.0
福安,602,38.0
社子,602,34.0
劍潭,602,36.0
雙溪,602,40.0
後港,602,36.0
陽明山,602,52.0
光明,602,48.0
關渡,602,46.0
石牌,602,43.0
秀山,602,47.0
華山,603,29.0
忠孝,603,28.0
泉州,603,24.0
古亭,603,21.0
城中,603,32.0
雙園,603,30.0
龍山,603,32.0
萬芳,603,16.0
景美,603,26.0
木柵,603,16.0
寶橋,603,19.0
金華,603,27.0
安和,603,25.0
復興,603,20.0
南港,603,23.0
舊莊,603,21.0
成德,603,26.0
信義,603,22.0
永吉,603,24.0
莊敬,603,20.0
大直,603,30.0
松江,603,24.0
建國,603,27.0
圓山,603,26.0
八德,603,27.0
中崙,603,25.0
東湖,603,24.0
大湖,603,31.0
內湖,603,26.0
民權,603,26.0
建成,603,31.0
延平,603,31.0
大同,603,32.0
山仔后,603,40.0
天母,603,42.0
福安,603,35.0
社子,603,31.0
劍潭,603,32.0
雙溪,603,37.0
後港,603,33.0
陽明山,603,45.0
光明,603,45.0
關渡,603,43.0
石牌,603,40.0
秀山,603,41.0
華山,604,22.0
忠孝,604,22.0
泉州,604,17.0
古亭,604,14.0
城中,604,26.0
雙園,604,24.0
龍山,604,26.0
萬芳,604,10.0
景美,604,20.0
木柵,604,10.0
寶橋,604,14.0
金華,604,20.0
安和,604,19.0
復興,604,14.0
南港,604,17.0
舊莊,604,15.0
成德,604,20.0
信義,604,15.0
永吉,604,17.0
莊敬,604,13.0
大直,604,24.0
松江,604,18.0
建國,604,20.0
圓山,604,20.0
八德,604,21.0
中崙,604,19.0
東湖,604,18.0
大湖,604,25.0
內湖,604,20.0
民權,604,19.0
建成,604,24.0
延平,604,25.0
大同,604,25.0
山仔后,604,39.0
天母,604,36.0
福安,604,29.0
社子,604,24.0
劍潭,604,26.0
雙溪,604,30.0
後港,604,27.0
陽明山,604,44.0
光明,604,38.0
關渡,604,37.0
石牌,604,34.0
秀山,604,40.0
華山,605,21.0
忠孝,605,21.0
泉州,605,16.0
古亭,605,13.0
城中,605,24.0
雙園,605,23.0
龍山,605,26.0
萬芳,605,10.0
景美,605,20.0
木柵,605,10.0
寶橋,605,14.0
金華,605,19.0
安和,605,18.0
復興,605,12.0
南港,605,16.0
舊莊,605,13.0
成德,605,19.0
信義,605,14.0
永吉,605,16.0
莊敬,605,13.0
大直,605,23.0
松江,605,16.0
建國,605,19.0
圓山,605,19.0
八德,605,20.0
中崙,605,17.0
東湖,605,17.0
大湖,605,24.0
內湖,605,19.0
民權,605,18.0
建成,605,23.0
延平,605,23.0
大同,605,24.0
山仔后,605,47.0
天母,605,34.0
福安,605,27.0
社子,605,23.0
劍潭,605,25.0
雙溪,605,29.0
後港,605,25.0
陽明山,605,52.0
光明,605,37.0
關渡,605,35.0
石牌,605,32.0
秀山,605,45.0
華山,608,28.0
忠孝,608,27.0
泉州,608,26.0
古亭,608,22.0
城中,608,30.0
雙園,608,35.0
龍山,608,31.0
萬芳,608,18.0
景美,608,25.0
木柵,608,20.0
寶橋,608,25.0
金華,608,28.0
安和,608,21.0
復興,608,21.0
南港,608,14.0
舊莊,608,8.0
成德,608,17.0
信義,608,23.0
永吉,608,23.0
莊敬,608,19.0
大直,608,26.0
松江,608,27.0
建國,608,25.0
圓山,608,27.0
八德,608,25.0
中崙,608,28.0
東湖,608,17.0
大湖,608,24.0
內湖,608,21.0
民權,608,22.0
建成,608,32.0
延平,608,27.0
大同,608,29.0
山仔后,608,37.0
天母,608,43.0
福安,608,33.0
社子,608,28.0
劍潭,608,33.0
雙溪,608,32.0
後港,608,31.0
陽明山,608,43.0
光明,608,42.0
關渡,608,41.0
石牌,608,38.0
秀山,608,34.0
華山,611,20.0
忠孝,611,19.0
泉州,611,23.0
古亭,611,22.0
城中,611,22.0
雙園,611,26.0
龍山,611,23.0
萬芳,611,22.0
景美,611,28.0
木柵,611,23.0
寶橋,611,28.0
金華,611,22.0
安和,611,21.0
復興,611,23.0
南港,611,7.0
舊莊,611,11.0
成德,611,6.0
信義,611,11.0
永吉,611,11.0
莊敬,611,16.0
大直,611,18.0
松江,611,19.0
建國,611,15.0
圓山,611,17.0
八德,611,14.0
中崙,611,21.0
東湖,611,12.0
大湖,611,16.0
內湖,611,9.0
民權,611,15.0
建成,611,25.0
延平,611,19.0
大同,611,20.0
山仔后,611,36.0
天母,611,33.0
福安,611,23.0
社子,611,19.0
劍潭,611,23.0
雙溪,611,24.0
後港,611,21.0
陽明山,611,41.0
光明,611,33.0
關渡,611,31.0
石牌,611,28.0
秀山,611,33.0
華山,612,19.0
忠孝,612,17.0
泉州,612,21.0
古亭,612,21.0
城中,612,21.0
雙園,612,25.0
龍山,612,22.0
萬芳,612,24.0
景美,612,26.0
木柵,612,25.0
寶橋,612,25.0
金華,612,20.0
安和,612,18.0
復興,612,20.0
南港,612,4.0
舊莊,612,11.0
成德,612,7.0
信義,612,13.0
永吉,612,13.0
莊敬,612,17.0
大直,612,17.0
松江,612,18.0
建國,612,14.0
圓山,612,16.0
八德,612,12.0
中崙,612,18.0
東湖,612,9.0
大湖,612,16.0
內湖,612,8.0
民權,612,13.0
建成,612,21.0
延平,612,17.0
大同,612,18.0
山仔后,612,34.0
天母,612,32.0
福安,612,22.0
社子,612,17.0
劍潭,612,22.0
雙溪,612,22.0
後港,612,19.0
陽明山,612,39.0
光明,612,32.0
關渡,612,30.0
石牌,612,27.0
秀山,612,31.0
華山,613,17.0
忠孝,613,16.0
泉州,613,19.0
古亭,613,19.0
城中,613,19.0
雙園,613,23.0
龍山,613,20.0
萬芳,613,24.0
景美,613,24.0
木柵,613,27.0
寶橋,613,27.0
金華,613,19.0
安和,613,17.0
復興,613,17.0
南港,613,9.0
舊莊,613,14.0
成德,613,10.0
信義,613,15.0
永吉,613,14.0
莊敬,613,15.0
大直,613,17.0
松江,613,16.0
建國,613,11.0
圓山,613,14.0
八德,613,11.0
中崙,613,15.0
東湖,613,7.0
大湖,613,9.0
內湖,613,5.0
民權,613,11.0
建成,613,19.0
延平,613,16.0
大同,613,16.0
山仔后,613,35.0
天母,613,29.0
福安,613,19.0
社子,613,15.0
劍潭,613,20.0
雙溪,613,21.0
後港,613,17.0
陽明山,613,40.0
光明,613,29.0
關渡,613,28.0
石牌,613,24.0
秀山,613,33.0
華山,614,22.0
忠孝,614,19.0
泉州,614,21.0
古亭,614,20.0
城中,614,22.0
雙園,614,26.0
龍山,614,23.0
萬芳,614,25.0
景美,614,26.0
木柵,614,26.0
寶橋,614,28.0
金華,614,20.0
安和,614,20.0
復興,614,19.0
南港,614,13.0
舊莊,614,15.0
成德,614,12.0
信義,614,17.0
永吉,614,17.0
莊敬,614,18.0
大直,614,16.0
松江,614,18.0
建國,614,13.0
圓山,614,16.0
八德,614,14.0
中崙,614,17.0
東湖,614,6.0
大湖,614,6.0
內湖,614,5.0
民權,614,11.0
建成,614,21.0
延平,614,18.0
大同,614,18.0
山仔后,614,35.0
